date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:39	6925/6925	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:35%20GMT	https://static.wixstatic.com/media/c92aed_5f22e60f6ec342f882af631885370eb4~mv2.png/v1/fill/w_80,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-journal-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_5f22e60f6ec342f882af631885370eb4_mv2.png/v1/fill/w_80,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-journal-1.png	(from https://lemonag.wixsite.com/portfolio/app-design)
09:27:40	4529/4529	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:35%20GMT	https://static.wixstatic.com/media/c92aed_06ec1b23726f40d49d4e28d17817d0a7~mv2.png/v1/crop/x_77,y_0,w_10412,h_6625/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/gamification-1-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_06ec1b23726f40d49d4e28d17817d0a7_mv2.png/v1/crop/x_77,y_0,w_10412,h_6625/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01,/gamification-1-1.33.del	(from https://lemonag.wixsite.com/portfolio/app-design)
09:27:40	2262/2262	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:35%20GMT	https://static.wixstatic.com/media/c92aed_e52cfe4a7c5c44c6831015b9425423d2~mv2.png/v1/fill/w_50,h_22,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-games-1-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_e52cfe4a7c5c44c6831015b9425423d2_mv2.png/v1/fill/w_50,h_22,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-games-1-1.png	(from https://lemonag.wixsite.com/portfolio/app-design)
09:28:48	4046/4046	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:36%20GMT	https://static.wixstatic.com/media/c92aed_3a5eb3ff70624b6b89f959a8d3ffaec9~mv2.png/v1/crop/x_38,y_0,w_10413,h_6625/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/gamification-2-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_3a5eb3ff70624b6b89f959a8d3ffaec9_mv2.png/v1/crop/x_38,y_0,w_10413,h_6625/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01,/gamification-2-1.34.del	(from https://lemonag.wixsite.com/portfolio/app-design)
09:28:48	2971/2971	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:36%20GMT	https://static.wixstatic.com/media/c92aed_0a453f7dedf5438f8a1ca3bee09dccf0~mv2.png/v1/crop/x_123,y_0,w_10414,h_3803/fill/w_68,h_25,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/gamification-3-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_0a453f7dedf5438f8a1ca3bee09dccf0_mv2.png/v1/crop/x_123,y_0,w_10414,h_3803/fill/w_68,h_25,al_c,q_85,usm_0.66_1.00_0.01/gamification-3-1.35.del	(from https://lemonag.wixsite.com/portfolio/app-design)
09:28:48	4326/4326	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:36%20GMT	https://static.wixstatic.com/media/c92aed_4bb742ab4939410a85d1c65414e68478~mv2.png/v1/crop/x_403,y_0,w_10165,h_6467/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-heartrate-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_4bb742ab4939410a85d1c65414e68478_mv2.png/v1/crop/x_403,y_0,w_10165,h_6467/fill/w_68,h_43,al_c,q_85,usm_0.66_1.00_0.01/android-workflow-heartr	(from https://lemonag.wixsite.com/portfolio/app-design)
09:28:48	5224/5224	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:27:36%20GMT	https://static.wixstatic.com/media/c92aed_9ae82a6eca2f4f74ae9fb3370bda7b58~mv2.png/v1/crop/x_288,y_0,w_12057,h_6553/fill/w_79,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-exercises-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_9ae82a6eca2f4f74ae9fb3370bda7b58_mv2.png/v1/crop/x_288,y_0,w_12057,h_6553/fill/w_79,h_43,al_c,q_85,usm_0.66_1.00_0.01/android-workflow-exerci	(from https://lemonag.wixsite.com/portfolio/app-design)
09:28:50	18021/18021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:45%20GMT	https://static.wixstatic.com/media/c92aed_01ac3976558a410faddb32ccb8a01ad0~mv2.jpg/v1/crop/x_1370,y_0,w_3200,h_2907/fill/w_277,h_252,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_01ac3976558a410faddb32ccb8a01ad0~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_01ac3976558a410faddb32ccb8a01ad0_mv2.jpg/v1/crop/x_1370,y_0,w_3200,h_2907/fill/w_277,h_252,al_c,q_80,usm_0.66_1.00_0/c92aed_01ac3976558a410f	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:28:50	27147/27147	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:45%20GMT	https://static.wixstatic.com/media/c92aed_1bbbb6dcc67741298bab197048f00303~mv2.jpg/v1/fill/w_240,h_317,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_1bbbb6dcc67741298bab197048f00303~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_1bbbb6dcc67741298bab197048f00303_mv2.jpg/v1/fill/w_240,h_317,al_c,q_80,usm_0.66_1.00_0.01,enc_au/c92aed_1bbbb6dcc67741298bab197048f00303_mv2	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:28:51	36919/36919	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:45%20GMT	https://static.wixstatic.com/media/c92aed_7da806e2e0de40a99c66253592e9f201~mv2.jpg/v1/crop/x_0,y_503,w_3024,h_3529/fill/w_277,h_317,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_7da806e2e0de40a99c66253592e9f201~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_7da806e2e0de40a99c66253592e9f201_mv2.jpg/v1/crop/x_0,y_503,w_3024,h_3529/fill/w_277,h_317,al_c,q_80,usm_0.66_1.00_0.0/c92aed_7da806e2e0de40a9	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:28:51	18718/18718	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:46%20GMT	https://static.wixstatic.com/media/c92aed_aeb0c7bbb84c4491ba91bb7e9cfbc095~mv2.jpg/v1/crop/x_1870,y_0,w_3380,h_3126/fill/w_282,h_261,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_aeb0c7bbb84c4491ba91bb7e9cfbc095~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_aeb0c7bbb84c4491ba91bb7e9cfbc095_mv2.jpg/v1/crop/x_1870,y_0,w_3380,h_3126/fill/w_282,h_261,al_c,q_80,usm_0.66_1.00_0/c92aed_aeb0c7bbb84c4491	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:28:52	23447/23447	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:47%20GMT	https://static.wixstatic.com/media/c92aed_f39367177b7e47679f0995e86c3e1815~mv2.jpg/v1/crop/x_2100,y_0,w_2850,h_3016/fill/w_282,h_302,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_f39367177b7e47679f0995e86c3e1815~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_f39367177b7e47679f0995e86c3e1815_mv2.jpg/v1/crop/x_2100,y_0,w_2850,h_3016/fill/w_282,h_302,al_c,q_80,usm_0.66_1.00_0/c92aed_f39367177b7e4767	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:28:53	84257/84257	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:47%20GMT	https://static.wixstatic.com/media/c92aed_3c8d4904971648f3b4d23b33aa571316~mv2.png/v1/fill/w_519,h_385,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/c92aed_3c8d4904971648f3b4d23b33aa571316~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_3c8d4904971648f3b4d23b33aa571316_mv2.png/v1/fill/w_519,h_385,al_c,q_85,usm_0.66_1.00_0.01,enc_au/c92aed_3c8d4904971648f3b4d23b33aa571316_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:28:54	46784/46784	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:48%20GMT	https://static.wixstatic.com/media/c92aed_642cdb0edcb2421cb8213efbe4161878~mv2.png/v1/fill/w_516,h_357,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/c92aed_642cdb0edcb2421cb8213efbe4161878~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_642cdb0edcb2421cb8213efbe4161878_mv2.png/v1/fill/w_516,h_357,al_c,q_85,usm_0.66_1.00_0.01,enc_au/c92aed_642cdb0edcb2421cb8213efbe4161878_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:28:54	12242/12242	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:49%20GMT	https://static.wixstatic.com/media/c92aed_97d1a92fa1de4575a08e2e0e0ceaff2a~mv2.png/v1/fill/w_115,h_78,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_97d1a92fa1de4575a08e2e0e0ceaff2a~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_97d1a92fa1de4575a08e2e0e0ceaff2a_mv2.png/v1/fill/w_115,h_78,al_c,q_85,usm_0.66_1.00_0.01,blur_2,/c92aed_97d1a92fa1de4575a08e2e0e0ceaff2a_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:29:55	3620/3620	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:44%20GMT	https://static.wixstatic.com/media/c92aed_0bba84481e374b479aa12d5e3e0e8b78~mv2.png/v1/crop/x_0,y_0,w_9348,h_5881/fill/w_65,h_41,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/android-workflow-games-2-1.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_0bba84481e374b479aa12d5e3e0e8b78_mv2.png/v1/crop/x_0,y_0,w_9348,h_5881/fill/w_65,h_41,al_c,q_85,usm_0.66_1.00_0.01,bl/android-workflow-games-	(from https://lemonag.wixsite.com/portfolio/app-design)
09:29:58	10927/10927	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Feb%202024%2014:28:46%20GMT	https://static.wixstatic.com/media/c92aed_871c04eba3ed400aa2d11f40fe87e0c8~mv2.jpg/v1/crop/x_1680,y_0,w_3520,h_3366/fill/w_240,h_230,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/c92aed_871c04eba3ed400aa2d11f40fe87e0c8~mv2.jpg	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_871c04eba3ed400aa2d11f40fe87e0c8_mv2.jpg/v1/crop/x_1680,y_0,w_3520,h_3366/fill/w_240,h_230,al_c,q_80,usm_0.66_1.00_0/c92aed_871c04eba3ed400a	(from https://lemonag.wixsite.com/portfolio/portfolio)
09:30:00	11236/11236	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:49%20GMT	https://static.wixstatic.com/media/c92aed_1147cb1100fb486f99f43e8c98ea966b~mv2.png/v1/fill/w_116,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_1147cb1100fb486f99f43e8c98ea966b~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_1147cb1100fb486f99f43e8c98ea966b_mv2.png/v1/fill/w_116,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_2,/c92aed_1147cb1100fb486f99f43e8c98ea966b_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:30:02	11866/11866	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:28:50%20GMT	https://static.wixstatic.com/media/c92aed_757b389293cb4fe284619abd8efca688~mv2.png/v1/fill/w_107,h_105,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_757b389293cb4fe284619abd8efca688~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_757b389293cb4fe284619abd8efca688_mv2.png/v1/fill/w_107,h_105,al_c,q_85,usm_0.66_1.00_0.01,blur_2/c92aed_757b389293cb4fe284619abd8efca688_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:30:02	11581/11581	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:29:52%20GMT	https://static.wixstatic.com/media/c92aed_c86ea3a43fe64d56b55b4c0d3e1a9ec4~mv2.png/v1/fill/w_113,h_81,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_c86ea3a43fe64d56b55b4c0d3e1a9ec4~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_c86ea3a43fe64d56b55b4c0d3e1a9ec4_mv2.png/v1/fill/w_113,h_81,al_c,q_85,usm_0.66_1.00_0.01,blur_2,/c92aed_c86ea3a43fe64d56b55b4c0d3e1a9ec4_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:30:02	8035/8035	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:29:54%20GMT	https://static.wixstatic.com/media/c92aed_92339dbe42eb4cbfad0c44ecaebef598~mv2.png/v1/fill/w_82,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_92339dbe42eb4cbfad0c44ecaebef598~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_92339dbe42eb4cbfad0c44ecaebef598_mv2.png/v1/fill/w_82,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/c92aed_92339dbe42eb4cbfad0c44ecaebef598_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
09:30:02	10233/10233	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Feb%202024%2014:29:56%20GMT	https://static.wixstatic.com/media/c92aed_b8dc309ab62647a9b27b6ecdfa596920~mv2.png/v1/fill/w_80,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c92aed_b8dc309ab62647a9b27b6ecdfa596920~mv2.png	C:/Users/Admin/Downloads/Ainsley%20website%20feb/Ainsley%20Website/static.wixstatic.com/media/c92aed_b8dc309ab62647a9b27b6ecdfa596920_mv2.png/v1/fill/w_80,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_2,e/c92aed_b8dc309ab62647a9b27b6ecdfa596920_mv2	(from https://lemonag.wixsite.com/portfolio/adobe-skills)
